file,variable_name,variable_description,variable_construct,,theme
COVID04_S.csv,WkAd200710,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200711,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200712,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200713,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200714,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200715,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200716,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200717,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200718,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200719,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200720,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200721,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200722,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200723,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200724,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200725,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200726,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200727,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200728,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200729,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200730,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200731,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200801,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200802,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200803,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200804,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200805,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200806,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200807,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200808,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200809,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200810,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200811,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200812,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200813,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200814,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200815,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200816,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200817,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200818,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200819,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200820,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200821,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200822,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200823,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200824,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200825,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200826,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200827,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200828,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200829,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200830,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200831,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200901,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200902,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200903,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200904,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200905,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200906,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200907,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200908,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200909,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200910,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200911,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200912,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200913,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200914,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200915,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200916,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200917,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200918,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200919,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200920,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200921,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200922,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200923,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200924,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200925,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200926,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200927,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200928,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200929,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd200930,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201001,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201002,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201003,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201004,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201005,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201006,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201007,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201008,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201009,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201010,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201011,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201012,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201013,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201014,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201015,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201016,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201017,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201018,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201019,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201020,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201021,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201022,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201023,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201024,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201025,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201026,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201027,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201028,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201029,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201030,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201031,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201101,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201102,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201103,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201104,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201105,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201106,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201107,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201108,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201109,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201110,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201111,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201112,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201113,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201114,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201115,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201116,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201117,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201118,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201119,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201120,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201121,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201122,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201123,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201124,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201125,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201126,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201127,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201128,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201129,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201130,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201201,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201202,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201203,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201204,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201205,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201206,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201207,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201208,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201209,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201210,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201211,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201212,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201213,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201214,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201215,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201216,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201217,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201218,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201219,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201220,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201221,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201222,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201223,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201224,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201225,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201226,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201227,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201228,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201229,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201230,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd201231,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210101,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210102,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210103,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210104,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210105,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210106,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210107,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210108,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210109,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210110,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210111,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210112,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210113,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210114,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210115,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210116,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210117,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210118,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210119,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210120,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210121,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210122,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210123,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210124,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210125,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210126,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210127,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210128,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210129,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210130,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210131,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210201,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210202,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210203,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210204,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210205,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210206,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210207,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210208,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210209,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210210,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210211,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210212,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210213,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210214,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210215,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210216,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210217,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210218,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210219,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210220,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210221,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210222,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210223,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210224,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210225,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210226,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210227,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210228,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210301,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210302,,Historical 7-day Average Adjusted Case Count per 100K,,
COVID04_S.csv,WkAd210303,,Historical 7-day Average Adjusted Case Count per 100K,,
DS01_C.csv,COUNTYFP,,,,
DS01_C.csv,year,,,,
DS01_C.csv,totPopE,,,,
DS01_C.csv,whiteP,% White Population,Race & Ethnicity,,
DS01_C.csv,blackP,% Black/African American Population,Race & Ethnicity,,
DS01_C.csv,amIndP,% Native American/Alaska Native Population,Race & Ethnicity,,
DS01_C.csv,asianP,% Asian Population,Race & Ethnicity,,
DS01_C.csv,pacIsP,% Native Hawaiian & Other PI Population,Race & Ethnicity,,
DS01_C.csv,otherP,% Other (race) Population,Race & Ethnicity,,
DS01_C.csv,hispP,% Hispanic/Latinx Population,Race & Ethnicity,,
DS01_C.csv,noHSP,% Population without High School Degree,Educational Attainment,,
DS01_C.csv,age0_4,"Population, Age 0-4",Age,,
DS01_C.csv,age5_14,"Population, Age 5-14",Age,,
DS01_C.csv,age15_19,"Population, Age 15-19",Age,,
DS01_C.csv,age20_24,"Population, Age 20-24",Age,,
DS01_C.csv,age15_44,"Population, Age 15-44",Age,,
DS01_C.csv,age45_49,"Population, Age 45-49",Age,,
DS01_C.csv,age50_54,"Population, Age 50-54",Age,,
DS01_C.csv,age55_59,"Population, Age 55-59",Age,,
DS01_C.csv,age60_64,"Population, Age 60-64",Age,,
DS01_C.csv,ageOv65,"Population, Age 65+",Age,,
DS01_C.csv,ageOv18,,Age,,
DS01_C.csv,age18_64,"Population, Age 18-65",Age,,
DS01_C.csv,a15_24P,"% Population, Age 15-24",Age,,
DS01_C.csv,und45P,"% Population, Age under 45",Age,,
DS01_C.csv,ovr65P,"% Population, Age 65+",Age,,
DS01_C.csv,disbP,% Population with Disability,Population with a Disability,,
DS01_S.csv,STATEFP,,,,
DS01_S.csv,year,,,,
DS01_S.csv,totPopE,,,,
DS01_S.csv,whiteP,% White Population,Race & Ethnicity,,
DS01_S.csv,blackP,% Black/African American Population,Race & Ethnicity,,
DS01_S.csv,amIndP,% Native American/Alaska Native Population,Race & Ethnicity,,
DS01_S.csv,asianP,% Asian Population,Race & Ethnicity,,
DS01_S.csv,pacIsP,% Native Hawaiian & Other PI Population,Race & Ethnicity,,
DS01_S.csv,otherP,% Other (race) Population,Race & Ethnicity,,
DS01_S.csv,hispP,% Hispanic/Latinx Population,Race & Ethnicity,,
DS01_S.csv,noHSP,% Population without High School Degree,Educational Attainment,,
DS01_S.csv,age0_4,"Population, Age 0-4",Age,,
DS01_S.csv,age5_14,"Population, Age 5-14",Age,,
DS01_S.csv,age15_19,"Population, Age 15-19",Age,,
DS01_S.csv,age20_24,"Population, Age 20-24",Age,,
DS01_S.csv,age15_44,"Population, Age 15-44",Age,,
DS01_S.csv,age45_49,"Population, Age 45-49",Age,,
DS01_S.csv,age50_54,"Population, Age 50-54",Age,,
DS01_S.csv,age55_59,"Population, Age 55-59",Age,,
DS01_S.csv,age60_64,"Population, Age 60-64",Age,,
DS01_S.csv,ageOv65,"Population, Age 65+",Age,,
DS01_S.csv,ageOv18,,Age,,
DS01_S.csv,age18_64,"Population, Age 18-65",Age,,
DS01_S.csv,a15_24P,"% Population, Age 15-24",Age,,
DS01_S.csv,und45P,"% Population, Age under 45",Age,,
DS01_S.csv,ovr65P,"% Population, Age 65+",Age,,
DS01_S.csv,disbP,% Population with Disability,Population with a Disability,,
DS01_T.csv,GEOID,,,,
DS01_T.csv,year,,,,
DS01_T.csv,totPopE,,,,
DS01_T.csv,whiteP,% White Population,Race & Ethnicity,,
DS01_T.csv,blackP,% Black/African American Population,Race & Ethnicity,,
DS01_T.csv,amIndP,% Native American/Alaska Native Population,Race & Ethnicity,,
DS01_T.csv,asianP,% Asian Population,Race & Ethnicity,,
DS01_T.csv,pacIsP,% Native Hawaiian & Other PI Population,Race & Ethnicity,,
DS01_T.csv,otherP,% Other (race) Population,Race & Ethnicity,,
DS01_T.csv,hispP,% Hispanic/Latinx Population,Race & Ethnicity,,
DS01_T.csv,noHSP,% Population without High School Degree,Educational Attainment,,
DS01_T.csv,age0_4,"Population, Age 0-4",Age,,
DS01_T.csv,age5_14,"Population, Age 5-14",Age,,
DS01_T.csv,age15_19,"Population, Age 15-19",Age,,
DS01_T.csv,age20_24,"Population, Age 20-24",Age,,
DS01_T.csv,age15_44,"Population, Age 15-44",Age,,
DS01_T.csv,age45_49,"Population, Age 45-49",Age,,
DS01_T.csv,age50_54,"Population, Age 50-54",Age,,
DS01_T.csv,age55_59,"Population, Age 55-59",Age,,
DS01_T.csv,age60_64,"Population, Age 60-64",Age,,
DS01_T.csv,ageOv65,"Population, Age 65+",Age,,
DS01_T.csv,ageOv18,,Age,,
DS01_T.csv,age18_64,"Population, Age 18-65",Age,,
DS01_T.csv,a15_24P,"% Population, Age 15-24",Age,,
DS01_T.csv,und45P,"% Population, Age under 45",Age,,
DS01_T.csv,ovr65P,"% Population, Age 65+",Age,,
DS01_T.csv,disbP,% Population with Disability,Population with a Disability,,
DS01_Z.csv,ZCTA,,,,
DS01_Z.csv,year,,,,
DS01_Z.csv,totPopE,,,,
DS01_Z.csv,whiteP,% White Population,Race & Ethnicity,,
DS01_Z.csv,blackP,% Black/African American Population,Race & Ethnicity,,
DS01_Z.csv,amIndP,% Native American/Alaska Native Population,Race & Ethnicity,,
DS01_Z.csv,asianP,% Asian Population,Race & Ethnicity,,
DS01_Z.csv,pacIsP,% Native Hawaiian & Other PI Population,Race & Ethnicity,,
DS01_Z.csv,otherP,% Other (race) Population,Race & Ethnicity,,
DS01_Z.csv,hispP,% Hispanic/Latinx Population,Race & Ethnicity,,
DS01_Z.csv,noHSP,% Population without High School Degree,Educational Attainment,,
DS01_Z.csv,age0_4,"Population, Age 0-4",Age,,
DS01_Z.csv,age5_14,"Population, Age 5-14",Age,,
DS01_Z.csv,age15_19,"Population, Age 15-19",Age,,
DS01_Z.csv,age20_24,"Population, Age 20-24",Age,,
DS01_Z.csv,age15_44,"Population, Age 15-44",Age,,
DS01_Z.csv,age45_49,"Population, Age 45-49",Age,,
DS01_Z.csv,age50_54,"Population, Age 50-54",Age,,
DS01_Z.csv,age55_59,"Population, Age 55-59",Age,,
DS01_Z.csv,age60_64,"Population, Age 60-64",Age,,
DS01_Z.csv,ageOv65,"Population, Age 65+",Age,,
DS01_Z.csv,ageOv18,,Age,,
DS01_Z.csv,age18_64,"Population, Age 18-65",Age,,
DS01_Z.csv,a15_24P,"% Population, Age 15-24",Age,,
DS01_Z.csv,und45P,"% Population, Age under 45",Age,,
DS01_Z.csv,ovr65P,"% Population, Age 65+",Age,,
DS01_Z.csv,disbP,% Population with Disability,Population with a Disability,,
DS02_T.csv,GEOID,,Social Determinants of Health (SDOH),,
DS02_T.csv,SDOH,,Social Determinants of Health (SDOH),,
DS03_C.csv,COUNTYFP,,Social Vulnerability Index (SVI),,
DS03_C.csv,SVIth1,,Social Vulnerability Index (SVI),,
DS03_C.csv,SVIth2,,Social Vulnerability Index (SVI),,
DS03_C.csv,SVIth3,,Social Vulnerability Index (SVI),,
DS03_C.csv,SVIth4,,Social Vulnerability Index (SVI),,
DS03_C.csv,SVIS,Social Vulnerability Index (SVI),Social Vulnerability Index (SVI),,
DS03_T.csv,GEOID,,Social Vulnerability Index (SVI),,
DS03_T.csv,SVIth1,,Social Vulnerability Index (SVI),,
DS03_T.csv,SVIth2,,Social Vulnerability Index (SVI),,
DS03_T.csv,SVIth3,,Social Vulnerability Index (SVI),,
DS03_T.csv,SVIth4,,Social Vulnerability Index (SVI),,
DS03_T.csv,SVIS,Social Vulnerability Index (SVI),Social Vulnerability Index (SVI),,
