file,nProperty,variable,variable_construct
COVID03_C.csv,Wk201216,,
COVID03_C.csv,Wk201217,,
COVID03_C.csv,Wk201218,,
COVID03_C.csv,Wk201219,,
COVID03_C.csv,Wk201220,,
COVID03_C.csv,Wk201221,,
COVID03_C.csv,Wk201222,,
COVID03_C.csv,Wk201223,,
COVID03_C.csv,Wk201224,,
COVID03_C.csv,Wk201225,,
COVID03_C.csv,Wk201226,,
COVID03_C.csv,Wk201227,,
COVID03_C.csv,Wk201228,,
COVID03_C.csv,Wk201229,,
COVID03_C.csv,Wk201230,,
COVID03_C.csv,Wk201231,,
COVID03_C.csv,Wk210101,,
COVID03_C.csv,Wk210102,,
COVID03_C.csv,Wk210103,,
COVID03_C.csv,Wk210104,,
COVID03_C.csv,Wk210105,,
COVID03_C.csv,Wk210106,,
COVID03_C.csv,Wk210107,,
COVID03_C.csv,Wk210108,,
COVID03_C.csv,Wk210109,,
COVID03_C.csv,Wk210110,,
COVID03_C.csv,Wk210111,,
COVID03_C.csv,Wk210112,,
COVID03_C.csv,Wk210113,,
COVID03_C.csv,Wk210114,,
COVID03_C.csv,Wk210115,,
COVID03_C.csv,Wk210116,,
COVID03_C.csv,Wk210117,,
COVID03_C.csv,Wk210118,,
COVID03_C.csv,Wk210119,,
COVID03_C.csv,Wk210120,,
COVID03_C.csv,Wk210121,,
COVID03_C.csv,Wk210122,,
COVID03_C.csv,Wk210123,,
COVID03_C.csv,Wk210124,,
COVID03_C.csv,Wk210125,,
COVID03_C.csv,Wk210126,,
COVID03_C.csv,Wk210127,,
COVID03_C.csv,Wk210128,,
COVID03_C.csv,Wk210129,,
COVID03_C.csv,Wk210130,,
COVID03_C.csv,Wk210131,,
COVID03_C.csv,Wk210201,,
COVID03_C.csv,Wk210202,,
COVID03_C.csv,Wk210203,,
COVID03_C.csv,Wk210204,,
COVID03_C.csv,Wk210205,,
COVID03_C.csv,Wk210206,,
COVID03_C.csv,Wk210207,,
COVID03_C.csv,Wk210208,,
COVID03_C.csv,Wk210209,,
COVID03_C.csv,Wk210210,,
COVID03_C.csv,Wk210211,,
COVID03_C.csv,Wk210212,,
COVID03_C.csv,Wk210213,,
COVID03_C.csv,Wk210214,,
COVID03_C.csv,Wk210215,,
COVID03_C.csv,Wk210216,,
COVID03_C.csv,Wk210217,,
COVID03_C.csv,Wk210218,,
COVID03_C.csv,Wk210219,,
COVID03_C.csv,Wk210220,,
COVID03_C.csv,Wk210221,,
COVID03_C.csv,Wk210222,,
COVID03_C.csv,Wk210223,,
COVID03_C.csv,Wk210224,,
COVID03_C.csv,Wk210225,,
COVID03_C.csv,Wk210226,,
COVID03_C.csv,Wk210227,,
COVID03_C.csv,Wk210228,,
COVID03_C.csv,Wk210301,,
COVID03_C.csv,Wk210302,,
COVID03_C.csv,Wk210303,,
COVID03_S.csv,STATEFP,,
COVID03_S.csv,Wk200121,,
COVID03_S.csv,Wk200122,,
COVID03_S.csv,Wk200123,,
COVID03_S.csv,Wk200124,,
COVID03_S.csv,Wk200125,,
COVID03_S.csv,Wk200126,,
COVID03_S.csv,Wk200127,,
COVID03_S.csv,Wk200128,,
COVID03_S.csv,Wk200129,,
COVID03_S.csv,Wk200130,,
COVID03_S.csv,Wk200131,,
COVID03_S.csv,Wk200201,,
COVID03_S.csv,Wk200202,,
COVID03_S.csv,Wk200203,,
COVID03_S.csv,Wk200204,,
COVID03_S.csv,Wk200205,,
COVID03_S.csv,Wk200206,,
COVID03_S.csv,Wk200207,,
COVID03_S.csv,Wk200208,,
COVID03_S.csv,Wk200209,,
COVID03_S.csv,Wk200210,,
COVID03_S.csv,Wk200211,,
COVID03_S.csv,Wk200212,,
COVID03_S.csv,Wk200213,,
COVID03_S.csv,Wk200214,,
COVID03_S.csv,Wk200215,,
COVID03_S.csv,Wk200216,,
COVID03_S.csv,Wk200217,,
COVID03_S.csv,Wk200218,,
COVID03_S.csv,Wk200219,,
COVID03_S.csv,Wk200220,,
COVID03_S.csv,Wk200221,,
COVID03_S.csv,Wk200222,,
COVID03_S.csv,Wk200223,,
COVID03_S.csv,Wk200224,,
COVID03_S.csv,Wk200225,,
COVID03_S.csv,Wk200226,,
COVID03_S.csv,Wk200227,,
COVID03_S.csv,Wk200228,,
COVID03_S.csv,Wk200229,,
COVID03_S.csv,Wk200301,,
COVID03_S.csv,Wk200302,,
COVID03_S.csv,Wk200303,,
COVID03_S.csv,Wk200304,,
COVID03_S.csv,Wk200305,,
COVID03_S.csv,Wk200306,,
COVID03_S.csv,Wk200307,,
COVID03_S.csv,Wk200308,,
COVID03_S.csv,Wk200309,,
COVID03_S.csv,Wk200310,,
COVID03_S.csv,Wk200311,,
COVID03_S.csv,Wk200312,,
COVID03_S.csv,Wk200313,,
COVID03_S.csv,Wk200314,,
COVID03_S.csv,Wk200315,,
COVID03_S.csv,Wk200316,,
COVID03_S.csv,Wk200317,,
COVID03_S.csv,Wk200318,,
COVID03_S.csv,Wk200319,,
COVID03_S.csv,Wk200320,,
COVID03_S.csv,Wk200321,,
COVID03_S.csv,Wk200322,,
COVID03_S.csv,Wk200323,,
COVID03_S.csv,Wk200324,,
COVID03_S.csv,Wk200325,,
COVID03_S.csv,Wk200326,,
COVID03_S.csv,Wk200327,,
COVID03_S.csv,Wk200328,,
COVID03_S.csv,Wk200329,,
COVID03_S.csv,Wk200330,,
COVID03_S.csv,Wk200331,,
COVID03_S.csv,Wk200401,,
COVID03_S.csv,Wk200402,,
COVID03_S.csv,Wk200403,,
COVID03_S.csv,Wk200404,,
COVID03_S.csv,Wk200405,,
COVID03_S.csv,Wk200406,,
COVID03_S.csv,Wk200407,,
COVID03_S.csv,Wk200408,,
COVID03_S.csv,Wk200409,,
COVID03_S.csv,Wk200410,,
COVID03_S.csv,Wk200411,,
COVID03_S.csv,Wk200412,,
COVID03_S.csv,Wk200413,,
COVID03_S.csv,Wk200414,,
COVID03_S.csv,Wk200415,,
COVID03_S.csv,Wk200416,,
COVID03_S.csv,Wk200417,,
COVID03_S.csv,Wk200418,,
COVID03_S.csv,Wk200419,,
COVID03_S.csv,Wk200420,,
COVID03_S.csv,Wk200421,,
COVID03_S.csv,Wk200422,,
COVID03_S.csv,Wk200423,,
COVID03_S.csv,Wk200424,,
COVID03_S.csv,Wk200425,,
COVID03_S.csv,Wk200426,,
COVID03_S.csv,Wk200427,,
COVID03_S.csv,Wk200428,,
COVID03_S.csv,Wk200429,,
COVID03_S.csv,Wk200430,,
COVID03_S.csv,Wk200501,,
COVID03_S.csv,Wk200502,,
COVID03_S.csv,Wk200503,,
COVID03_S.csv,Wk200504,,
COVID03_S.csv,Wk200505,,
COVID03_S.csv,Wk200506,,
COVID03_S.csv,Wk200507,,
COVID03_S.csv,Wk200508,,
COVID03_S.csv,Wk200509,,
COVID03_S.csv,Wk200510,,
COVID03_S.csv,Wk200511,,
COVID03_S.csv,Wk200512,,
COVID03_S.csv,Wk200513,,
COVID03_S.csv,Wk200514,,
COVID03_S.csv,Wk200515,,
COVID03_S.csv,Wk200516,,
COVID03_S.csv,Wk200517,,
COVID03_S.csv,Wk200518,,
COVID03_S.csv,Wk200519,,
COVID03_S.csv,Wk200520,,
COVID03_S.csv,Wk200521,,
COVID03_S.csv,Wk200522,,
COVID03_S.csv,Wk200523,,
COVID03_S.csv,Wk200524,,
COVID03_S.csv,Wk200525,,
COVID03_S.csv,Wk200526,,
COVID03_S.csv,Wk200527,,
COVID03_S.csv,Wk200528,,
COVID03_S.csv,Wk200529,,
COVID03_S.csv,Wk200530,,
COVID03_S.csv,Wk200531,,
COVID03_S.csv,Wk200601,,
COVID03_S.csv,Wk200602,,
COVID03_S.csv,Wk200603,,
COVID03_S.csv,Wk200604,,
COVID03_S.csv,Wk200605,,
COVID03_S.csv,Wk200606,,
COVID03_S.csv,Wk200607,,
COVID03_S.csv,Wk200608,,
COVID03_S.csv,Wk200609,,
COVID03_S.csv,Wk200610,,
COVID03_S.csv,Wk200611,,
COVID03_S.csv,Wk200612,,
COVID03_S.csv,Wk200613,,
COVID03_S.csv,Wk200614,,
COVID03_S.csv,Wk200615,,
COVID03_S.csv,Wk200616,,
COVID03_S.csv,Wk200617,,
COVID03_S.csv,Wk200618,,
COVID03_S.csv,Wk200619,,
COVID03_S.csv,Wk200620,,
COVID03_S.csv,Wk200621,,
COVID03_S.csv,Wk200622,,
COVID03_S.csv,Wk200623,,
COVID03_S.csv,Wk200624,,
COVID03_S.csv,Wk200625,,
COVID03_S.csv,Wk200626,,
COVID03_S.csv,Wk200627,,
COVID03_S.csv,Wk200628,,
COVID03_S.csv,Wk200629,,
COVID03_S.csv,Wk200630,,
COVID03_S.csv,Wk200701,,
COVID03_S.csv,Wk200702,,
COVID03_S.csv,Wk200703,,
COVID03_S.csv,Wk200704,,
COVID03_S.csv,Wk200705,,
COVID03_S.csv,Wk200706,,
COVID03_S.csv,Wk200707,,
COVID03_S.csv,Wk200708,,
COVID03_S.csv,Wk200709,,
COVID03_S.csv,Wk200710,,
COVID03_S.csv,Wk200711,,
COVID03_S.csv,Wk200712,,
COVID03_S.csv,Wk200713,,
COVID03_S.csv,Wk200714,,
COVID03_S.csv,Wk200715,,
COVID03_S.csv,Wk200716,,
COVID03_S.csv,Wk200717,,
COVID03_S.csv,Wk200718,,
COVID03_S.csv,Wk200719,,
COVID03_S.csv,Wk200720,,
COVID03_S.csv,Wk200721,,
COVID03_S.csv,Wk200722,,
COVID03_S.csv,Wk200723,,
COVID03_S.csv,Wk200724,,
COVID03_S.csv,Wk200725,,
COVID03_S.csv,Wk200726,,
COVID03_S.csv,Wk200727,,
COVID03_S.csv,Wk200728,,
COVID03_S.csv,Wk200729,,
COVID03_S.csv,Wk200730,,
COVID03_S.csv,Wk200731,,
COVID03_S.csv,Wk200801,,
COVID03_S.csv,Wk200802,,
COVID03_S.csv,Wk200803,,
COVID03_S.csv,Wk200804,,
COVID03_S.csv,Wk200805,,
COVID03_S.csv,Wk200806,,
COVID03_S.csv,Wk200807,,
COVID03_S.csv,Wk200808,,
COVID03_S.csv,Wk200809,,
COVID03_S.csv,Wk200810,,
COVID03_S.csv,Wk200811,,
COVID03_S.csv,Wk200812,,
COVID03_S.csv,Wk200813,,
COVID03_S.csv,Wk200814,,
COVID03_S.csv,Wk200815,,
COVID03_S.csv,Wk200816,,
COVID03_S.csv,Wk200817,,
COVID03_S.csv,Wk200818,,
COVID03_S.csv,Wk200819,,
COVID03_S.csv,Wk200820,,
COVID03_S.csv,Wk200821,,
COVID03_S.csv,Wk200822,,
COVID03_S.csv,Wk200823,,
COVID03_S.csv,Wk200824,,
COVID03_S.csv,Wk200825,,
COVID03_S.csv,Wk200826,,
COVID03_S.csv,Wk200827,,
COVID03_S.csv,Wk200828,,
COVID03_S.csv,Wk200829,,
COVID03_S.csv,Wk200830,,
COVID03_S.csv,Wk200831,,
COVID03_S.csv,Wk200901,,
COVID03_S.csv,Wk200902,,
COVID03_S.csv,Wk200903,,
COVID03_S.csv,Wk200904,,
COVID03_S.csv,Wk200905,,
COVID03_S.csv,Wk200906,,
COVID03_S.csv,Wk200907,,
COVID03_S.csv,Wk200908,,
COVID03_S.csv,Wk200909,,
COVID03_S.csv,Wk200910,,
COVID03_S.csv,Wk200911,,
COVID03_S.csv,Wk200912,,
COVID03_S.csv,Wk200913,,
COVID03_S.csv,Wk200914,,
COVID03_S.csv,Wk200915,,
COVID03_S.csv,Wk200916,,
COVID03_S.csv,Wk200917,,
COVID03_S.csv,Wk200918,,
COVID03_S.csv,Wk200919,,
COVID03_S.csv,Wk200920,,
COVID03_S.csv,Wk200921,,
COVID03_S.csv,Wk200922,,
COVID03_S.csv,Wk200923,,
COVID03_S.csv,Wk200924,,
COVID03_S.csv,Wk200925,,
COVID03_S.csv,Wk200926,,
COVID03_S.csv,Wk200927,,
COVID03_S.csv,Wk200928,,
COVID03_S.csv,Wk200929,,
COVID03_S.csv,Wk200930,,
COVID03_S.csv,Wk201001,,
COVID03_S.csv,Wk201002,,
COVID03_S.csv,Wk201003,,
COVID03_S.csv,Wk201004,,
COVID03_S.csv,Wk201005,,
COVID03_S.csv,Wk201006,,
COVID03_S.csv,Wk201007,,
COVID03_S.csv,Wk201008,,
COVID03_S.csv,Wk201009,,
COVID03_S.csv,Wk201010,,
COVID03_S.csv,Wk201011,,
COVID03_S.csv,Wk201012,,
COVID03_S.csv,Wk201013,,
COVID03_S.csv,Wk201014,,
COVID03_S.csv,Wk201015,,
COVID03_S.csv,Wk201016,,
COVID03_S.csv,Wk201017,,
COVID03_S.csv,Wk201018,,
COVID03_S.csv,Wk201019,,
COVID03_S.csv,Wk201020,,
COVID03_S.csv,Wk201021,,
COVID03_S.csv,Wk201022,,
COVID03_S.csv,Wk201023,,
COVID03_S.csv,Wk201024,,
COVID03_S.csv,Wk201025,,
COVID03_S.csv,Wk201026,,
COVID03_S.csv,Wk201027,,
COVID03_S.csv,Wk201028,,
COVID03_S.csv,Wk201029,,
COVID03_S.csv,Wk201030,,
COVID03_S.csv,Wk201031,,
COVID03_S.csv,Wk201101,,
COVID03_S.csv,Wk201102,,
COVID03_S.csv,Wk201103,,
COVID03_S.csv,Wk201104,,
COVID03_S.csv,Wk201105,,
COVID03_S.csv,Wk201106,,
COVID03_S.csv,Wk201107,,
COVID03_S.csv,Wk201108,,
COVID03_S.csv,Wk201109,,
COVID03_S.csv,Wk201110,,
COVID03_S.csv,Wk201111,,
COVID03_S.csv,Wk201112,,
COVID03_S.csv,Wk201113,,
COVID03_S.csv,Wk201114,,
COVID03_S.csv,Wk201115,,
COVID03_S.csv,Wk201116,,
COVID03_S.csv,Wk201117,,
COVID03_S.csv,Wk201118,,
COVID03_S.csv,Wk201119,,
COVID03_S.csv,Wk201120,,
COVID03_S.csv,Wk201121,,
COVID03_S.csv,Wk201122,,
COVID03_S.csv,Wk201123,,
COVID03_S.csv,Wk201124,,
COVID03_S.csv,Wk201125,,
COVID03_S.csv,Wk201126,,
COVID03_S.csv,Wk201127,,
COVID03_S.csv,Wk201128,,
COVID03_S.csv,Wk201129,,
COVID03_S.csv,Wk201130,,
COVID03_S.csv,Wk201201,,
COVID03_S.csv,Wk201202,,
COVID03_S.csv,Wk201203,,
COVID03_S.csv,Wk201204,,
COVID03_S.csv,Wk201205,,
COVID03_S.csv,Wk201206,,
COVID03_S.csv,Wk201207,,
COVID03_S.csv,Wk201208,,
COVID03_S.csv,Wk201209,,
COVID03_S.csv,Wk201210,,
COVID03_S.csv,Wk201211,,
COVID03_S.csv,Wk201212,,
COVID03_S.csv,Wk201213,,
COVID03_S.csv,Wk201214,,
COVID03_S.csv,Wk201215,,
COVID03_S.csv,Wk201216,,
COVID03_S.csv,Wk201217,,
COVID03_S.csv,Wk201218,,
COVID03_S.csv,Wk201219,,
COVID03_S.csv,Wk201220,,
COVID03_S.csv,Wk201221,,
COVID03_S.csv,Wk201222,,
COVID03_S.csv,Wk201223,,
COVID03_S.csv,Wk201224,,
COVID03_S.csv,Wk201225,,
COVID03_S.csv,Wk201226,,
COVID03_S.csv,Wk201227,,
COVID03_S.csv,Wk201228,,
COVID03_S.csv,Wk201229,,
COVID03_S.csv,Wk201230,,
COVID03_S.csv,Wk201231,,
COVID03_S.csv,Wk210101,,
COVID03_S.csv,Wk210102,,
COVID03_S.csv,Wk210103,,
COVID03_S.csv,Wk210104,,
COVID03_S.csv,Wk210105,,
COVID03_S.csv,Wk210106,,
COVID03_S.csv,Wk210107,,
COVID03_S.csv,Wk210108,,
COVID03_S.csv,Wk210109,,
COVID03_S.csv,Wk210110,,
COVID03_S.csv,Wk210111,,
COVID03_S.csv,Wk210112,,
COVID03_S.csv,Wk210113,,
COVID03_S.csv,Wk210114,,
COVID03_S.csv,Wk210115,,
COVID03_S.csv,Wk210116,,
COVID03_S.csv,Wk210117,,
COVID03_S.csv,Wk210118,,
COVID03_S.csv,Wk210119,,
COVID03_S.csv,Wk210120,,
COVID03_S.csv,Wk210121,,
COVID03_S.csv,Wk210122,,
COVID03_S.csv,Wk210123,,
COVID03_S.csv,Wk210124,,
COVID03_S.csv,Wk210125,,
COVID03_S.csv,Wk210126,,
COVID03_S.csv,Wk210127,,
COVID03_S.csv,Wk210128,,
COVID03_S.csv,Wk210129,,
COVID03_S.csv,Wk210130,,
COVID03_S.csv,Wk210131,,
COVID03_S.csv,Wk210201,,
COVID03_S.csv,Wk210202,,
COVID03_S.csv,Wk210203,,
COVID03_S.csv,Wk210204,,
COVID03_S.csv,Wk210205,,
COVID03_S.csv,Wk210206,,
COVID03_S.csv,Wk210207,,
COVID03_S.csv,Wk210208,,
COVID03_S.csv,Wk210209,,
COVID03_S.csv,Wk210210,,
COVID03_S.csv,Wk210211,,
COVID03_S.csv,Wk210212,,
COVID03_S.csv,Wk210213,,
COVID03_S.csv,Wk210214,,
COVID03_S.csv,Wk210215,,
COVID03_S.csv,Wk210216,,
COVID03_S.csv,Wk210217,,
COVID03_S.csv,Wk210218,,
COVID03_S.csv,Wk210219,,
COVID03_S.csv,Wk210220,,
COVID03_S.csv,Wk210221,,
COVID03_S.csv,Wk210222,,
COVID03_S.csv,Wk210223,,
COVID03_S.csv,Wk210224,,
COVID03_S.csv,Wk210225,,
COVID03_S.csv,Wk210226,,
COVID03_S.csv,Wk210227,,
COVID03_S.csv,Wk210228,,
COVID03_S.csv,Wk210301,,
COVID03_S.csv,Wk210302,,
COVID03_S.csv,Wk210303,,
COVID04_C.csv,COUNTYFP,,
COVID04_C.csv,population,,
COVID04_C.csv,WkAd200121,,
COVID04_C.csv,WkAd200122,,
COVID04_C.csv,WkAd200123,,
COVID04_C.csv,WkAd200124,,
COVID04_C.csv,WkAd200125,,
COVID04_C.csv,WkAd200126,,
COVID04_C.csv,WkAd200127,,
COVID04_C.csv,WkAd200128,,
COVID04_C.csv,WkAd200129,,
COVID04_C.csv,WkAd200130,,
COVID04_C.csv,WkAd200131,,
COVID04_C.csv,WkAd200201,,
COVID04_C.csv,WkAd200202,,
COVID04_C.csv,WkAd200203,,
COVID04_C.csv,WkAd200204,,
COVID04_C.csv,WkAd200205,,
COVID04_C.csv,WkAd200206,,
COVID04_C.csv,WkAd200207,,
COVID04_C.csv,WkAd200208,,
COVID04_C.csv,WkAd200209,,
COVID04_C.csv,WkAd200210,,
COVID04_C.csv,WkAd200211,,
COVID04_C.csv,WkAd200212,,
COVID04_C.csv,WkAd200213,,
COVID04_C.csv,WkAd200214,,
COVID04_C.csv,WkAd200215,,
COVID04_C.csv,WkAd200216,,
COVID04_C.csv,WkAd200217,,
COVID04_C.csv,WkAd200218,,
COVID04_C.csv,WkAd200219,,
COVID04_C.csv,WkAd200220,,
COVID04_C.csv,WkAd200221,,
COVID04_C.csv,WkAd200222,,
COVID04_C.csv,WkAd200223,,
COVID04_C.csv,WkAd200224,,
COVID04_C.csv,WkAd200225,,
COVID04_C.csv,WkAd200226,,
COVID04_C.csv,WkAd200227,,
COVID04_C.csv,WkAd200228,,
COVID04_C.csv,WkAd200229,,
COVID04_C.csv,WkAd200301,,
COVID04_C.csv,WkAd200302,,
COVID04_C.csv,WkAd200303,,
COVID04_C.csv,WkAd200304,,
COVID04_C.csv,WkAd200305,,
COVID04_C.csv,WkAd200306,,
COVID04_C.csv,WkAd200307,,
COVID04_C.csv,WkAd200308,,
COVID04_C.csv,WkAd200309,,
COVID04_C.csv,WkAd200310,,
COVID04_C.csv,WkAd200311,,
COVID04_C.csv,WkAd200312,,
COVID04_C.csv,WkAd200313,,
COVID04_C.csv,WkAd200314,,
COVID04_C.csv,WkAd200315,,
COVID04_C.csv,WkAd200316,,
COVID04_C.csv,WkAd200317,,
COVID04_C.csv,WkAd200318,,
COVID04_C.csv,WkAd200319,,
COVID04_C.csv,WkAd200320,,
COVID04_C.csv,WkAd200321,,
COVID04_C.csv,WkAd200322,,
COVID04_C.csv,WkAd200323,,
COVID04_C.csv,WkAd200324,,
COVID04_C.csv,WkAd200325,,
COVID04_C.csv,WkAd200326,,
COVID04_C.csv,WkAd200327,,
COVID04_C.csv,WkAd200328,,
COVID04_C.csv,WkAd200329,,
COVID04_C.csv,WkAd200330,,
COVID04_C.csv,WkAd200331,,
COVID04_C.csv,WkAd200401,,
COVID04_C.csv,WkAd200402,,
COVID04_C.csv,WkAd200403,,
COVID04_C.csv,WkAd200404,,
COVID04_C.csv,WkAd200405,,
COVID04_C.csv,WkAd200406,,
COVID04_C.csv,WkAd200407,,
COVID04_C.csv,WkAd200408,,
COVID04_C.csv,WkAd200409,,
COVID04_C.csv,WkAd200410,,
COVID04_C.csv,WkAd200411,,
COVID04_C.csv,WkAd200412,,
COVID04_C.csv,WkAd200413,,
COVID04_C.csv,WkAd200414,,
COVID04_C.csv,WkAd200415,,
COVID04_C.csv,WkAd200416,,
COVID04_C.csv,WkAd200417,,
COVID04_C.csv,WkAd200418,,
COVID04_C.csv,WkAd200419,,
COVID04_C.csv,WkAd200420,,
COVID04_C.csv,WkAd200421,,
COVID04_C.csv,WkAd200422,,
COVID04_C.csv,WkAd200423,,
COVID04_C.csv,WkAd200424,,
COVID04_C.csv,WkAd200425,,
COVID04_C.csv,WkAd200426,,
COVID04_C.csv,WkAd200427,,
COVID04_C.csv,WkAd200428,,
COVID04_C.csv,WkAd200429,,
COVID04_C.csv,WkAd200430,,
COVID04_C.csv,WkAd200501,,
COVID04_C.csv,WkAd200502,,
COVID04_C.csv,WkAd200503,,
COVID04_C.csv,WkAd200504,,
COVID04_C.csv,WkAd200505,,
COVID04_C.csv,WkAd200506,,
COVID04_C.csv,WkAd200507,,
COVID04_C.csv,WkAd200508,,
COVID04_C.csv,WkAd200509,,
COVID04_C.csv,WkAd200510,,
COVID04_C.csv,WkAd200511,,
COVID04_C.csv,WkAd200512,,
COVID04_C.csv,WkAd200513,,
COVID04_C.csv,WkAd200514,,
COVID04_C.csv,WkAd200515,,
COVID04_C.csv,WkAd200516,,
COVID04_C.csv,WkAd200517,,
COVID04_C.csv,WkAd200518,,
COVID04_C.csv,WkAd200519,,
COVID04_C.csv,WkAd200520,,
COVID04_C.csv,WkAd200521,,
COVID04_C.csv,WkAd200522,,
COVID04_C.csv,WkAd200523,,
COVID04_C.csv,WkAd200524,,
COVID04_C.csv,WkAd200525,,
COVID04_C.csv,WkAd200526,,
COVID04_C.csv,WkAd200527,,
COVID04_C.csv,WkAd200528,,
COVID04_C.csv,WkAd200529,,
COVID04_C.csv,WkAd200530,,
COVID04_C.csv,WkAd200531,,
COVID04_C.csv,WkAd200601,,
COVID04_C.csv,WkAd200602,,
COVID04_C.csv,WkAd200603,,
COVID04_C.csv,WkAd200604,,
COVID04_C.csv,WkAd200605,,
COVID04_C.csv,WkAd200606,,
COVID04_C.csv,WkAd200607,,
COVID04_C.csv,WkAd200608,,
COVID04_C.csv,WkAd200609,,
COVID04_C.csv,WkAd200610,,
COVID04_C.csv,WkAd200611,,
COVID04_C.csv,WkAd200612,,
COVID04_C.csv,WkAd200613,,
COVID04_C.csv,WkAd200614,,
COVID04_C.csv,WkAd200615,,
COVID04_C.csv,WkAd200616,,
COVID04_C.csv,WkAd200617,,
COVID04_C.csv,WkAd200618,,
COVID04_C.csv,WkAd200619,,
COVID04_C.csv,WkAd200620,,
COVID04_C.csv,WkAd200621,,
COVID04_C.csv,WkAd200622,,
COVID04_C.csv,WkAd200623,,
COVID04_C.csv,WkAd200624,,
COVID04_C.csv,WkAd200625,,
COVID04_C.csv,WkAd200626,,
COVID04_C.csv,WkAd200627,,
COVID04_C.csv,WkAd200628,,
COVID04_C.csv,WkAd200629,,
COVID04_C.csv,WkAd200630,,
COVID04_C.csv,WkAd200701,,
COVID04_C.csv,WkAd200702,,
COVID04_C.csv,WkAd200703,,
COVID04_C.csv,WkAd200704,,
COVID04_C.csv,WkAd200705,,
COVID04_C.csv,WkAd200706,,
COVID04_C.csv,WkAd200707,,
COVID04_C.csv,WkAd200708,,
COVID04_C.csv,WkAd200709,,
COVID04_C.csv,WkAd200710,,
COVID04_C.csv,WkAd200711,,
COVID04_C.csv,WkAd200712,,
COVID04_C.csv,WkAd200713,,
COVID04_C.csv,WkAd200714,,
COVID04_C.csv,WkAd200715,,
COVID04_C.csv,WkAd200716,,
COVID04_C.csv,WkAd200717,,
COVID04_C.csv,WkAd200718,,
COVID04_C.csv,WkAd200719,,
COVID04_C.csv,WkAd200720,,
COVID04_C.csv,WkAd200721,,
COVID04_C.csv,WkAd200722,,
COVID04_C.csv,WkAd200723,,
COVID04_C.csv,WkAd200724,,
COVID04_C.csv,WkAd200725,,
COVID04_C.csv,WkAd200726,,
COVID04_C.csv,WkAd200727,,
COVID04_C.csv,WkAd200728,,
COVID04_C.csv,WkAd200729,,
COVID04_C.csv,WkAd200730,,
COVID04_C.csv,WkAd200731,,
COVID04_C.csv,WkAd200801,,
COVID04_C.csv,WkAd200802,,
COVID04_C.csv,WkAd200803,,
COVID04_C.csv,WkAd200804,,
COVID04_C.csv,WkAd200805,,
COVID04_C.csv,WkAd200806,,
COVID04_C.csv,WkAd200807,,
COVID04_C.csv,WkAd200808,,
COVID04_C.csv,WkAd200809,,
COVID04_C.csv,WkAd200810,,
COVID04_C.csv,WkAd200811,,
COVID04_C.csv,WkAd200812,,
COVID04_C.csv,WkAd200813,,
COVID04_C.csv,WkAd200814,,
COVID04_C.csv,WkAd200815,,
COVID04_C.csv,WkAd200816,,
COVID04_C.csv,WkAd200817,,
COVID04_C.csv,WkAd200818,,
COVID04_C.csv,WkAd200819,,
COVID04_C.csv,WkAd200820,,
COVID04_C.csv,WkAd200821,,
COVID04_C.csv,WkAd200822,,
COVID04_C.csv,WkAd200823,,
COVID04_C.csv,WkAd200824,,
COVID04_C.csv,WkAd200825,,
COVID04_C.csv,WkAd200826,,
COVID04_C.csv,WkAd200827,,
COVID04_C.csv,WkAd200828,,
COVID04_C.csv,WkAd200829,,
COVID04_C.csv,WkAd200830,,
COVID04_C.csv,WkAd200831,,
COVID04_C.csv,WkAd200901,,
COVID04_C.csv,WkAd200902,,
COVID04_C.csv,WkAd200903,,
COVID04_C.csv,WkAd200904,,
COVID04_C.csv,WkAd200905,,
COVID04_C.csv,WkAd200906,,
COVID04_C.csv,WkAd200907,,
COVID04_C.csv,WkAd200908,,
COVID04_C.csv,WkAd200909,,
COVID04_C.csv,WkAd200910,,
COVID04_C.csv,WkAd200911,,
COVID04_C.csv,WkAd200912,,
COVID04_C.csv,WkAd200913,,
COVID04_C.csv,WkAd200914,,
COVID04_C.csv,WkAd200915,,
COVID04_C.csv,WkAd200916,,
COVID04_C.csv,WkAd200917,,
COVID04_C.csv,WkAd200918,,
COVID04_C.csv,WkAd200919,,
COVID04_C.csv,WkAd200920,,
COVID04_C.csv,WkAd200921,,
COVID04_C.csv,WkAd200922,,
COVID04_C.csv,WkAd200923,,
COVID04_C.csv,WkAd200924,,
COVID04_C.csv,WkAd200925,,
COVID04_C.csv,WkAd200926,,
COVID04_C.csv,WkAd200927,,
COVID04_C.csv,WkAd200928,,
COVID04_C.csv,WkAd200929,,
COVID04_C.csv,WkAd200930,,
COVID04_C.csv,WkAd201001,,
COVID04_C.csv,WkAd201002,,
COVID04_C.csv,WkAd201003,,
COVID04_C.csv,WkAd201004,,
COVID04_C.csv,WkAd201005,,
COVID04_C.csv,WkAd201006,,
COVID04_C.csv,WkAd201007,,
COVID04_C.csv,WkAd201008,,
COVID04_C.csv,WkAd201009,,
COVID04_C.csv,WkAd201010,,
COVID04_C.csv,WkAd201011,,
COVID04_C.csv,WkAd201012,,
COVID04_C.csv,WkAd201013,,
COVID04_C.csv,WkAd201014,,
COVID04_C.csv,WkAd201015,,
COVID04_C.csv,WkAd201016,,
COVID04_C.csv,WkAd201017,,
COVID04_C.csv,WkAd201018,,
